	afr_Latn	amh_Ethi	arb_Arab	asm_Beng	azj_Latn	bak_Cyrl	bel_Cyrl	ben_Beng	bul_Cyrl	cat_Latn	ces_Latn	ckb_Arab	cmn_Hani	cym_Latn	dan_Latn	deu_Latn	ekk_Latn	ell_Grek	eng_Latn	epo_Latn	eus_Latn	fin_Latn	fra_Latn	gle_Latn	glg_Latn	guj_Gujr	heb_Hebr	hin_Deva	hrv_Latn	hun_Latn	hye_Armn	ind_Latn	isl_Latn	ita_Latn	jpn_Jpan	kan_Knda	kat_Geor	kaz_Cyrl	khm_Khmr	kir_Cyrl	kor_Hang	lao_Laoo	lit_Latn	mal_Mlym	mar_Deva	mkd_Cyrl	mlt_Latn	mya_Mymr	nld_Latn	nno_Latn	ory_Orya	pan_Guru	pes_Arab	pol_Latn	por_Latn	ron_Latn	rus_Cyrl	san_Deva	sin_Sinh	slk_Latn	slv_Latn	snd_Arab	spa_Latn	srp_Cyrl	swe_Latn	swh_Latn	tam_Taml	tat_Cyrl	tel_Telu	tgk_Cyrl	tgl_Latn	tha_Thai	tur_Latn	uig_Arab	ukr_Cyrl	urd_Arab	uzn_Latn	vie_Latn	ydd_Hebr	zsm_Latn
afr_Latn		0.6069723864400008	0.6398679933400003	0.6242793343599997	0.7050843064999995	0.6327344382400004	0.6972821030800005	0.6284218534199996	0.70501237326	0.7637093000999997	0.7531168706199998	0.5938075961599998	0.6366843951400005	0.7275883420000006	0.7935648667600005	0.7743620443200007	0.7576174825399998	0.6337272664800003	0.7624492717399999	0.7617075658200003	0.7332320583599992	0.7247584531200004	0.7627593453799991	0.7204361728399997	0.7514388795399999	0.6088714381400003	0.6756581241000001	0.6232719973199996	0.7558665671999998	0.7186909744800007	0.6296705718999994	0.7338784464200002	0.7542227356199994	0.7563289681000009	0.6627902401799995	0.6005181923200003	0.6317368689999998	0.6583994171400003	0.5454871481399999	0.6649233813999995	0.6502624289399996	0.5513781887200007	0.7290394362199997	0.6099470164200004	0.6353516099600004	0.7248397452799997	0.6929138386400004	0.5598575434399999	0.8548256713800001	0.7877049795399997	0.5735405603400002	0.5945410288599997	0.6830454203599992	0.7315311332399997	0.7577992219199993	0.7422204080199999	0.6988958097200001	0.5979375513799993	0.6041246974399995	0.7511647507000004	0.7757360085800004	0.6596826211400005	0.75879629968	0.7178295528400007	0.7796775243599998	0.7011333734799999	0.6336853322799998	0.6643756972600003	0.6373627933799997	0.6501970734800001	0.7237472703200001	0.5912754089400001	0.6916398498599994	0.6305386004999993	0.7037207710800001	0.6554267824799999	0.7102544622	0.6277566064000002	0.6960818083600001	0.7351343779199997
amh_Ethi	0.6069723864400008		0.6894125491599998	0.7073815994800003	0.6760386720599996	0.5741331749199998	0.6502176120199995	0.7788753642999992	0.6487290745800002	0.6214940455600002	0.6474006042799993	0.5715382302799998	0.6575688287400001	0.6079246908400001	0.6265594860600002	0.6358560339400006	0.6312701064200001	0.7050976307799998	0.6297576687599993	0.6046326283400001	0.64821360056	0.6347897009800003	0.6228111856199996	0.6006260897599994	0.61828902748	0.7745658458799997	0.7395903881400001	0.7138021979000003	0.6384882659200003	0.6330909415599999	0.7790439132599997	0.6335834696200002	0.6376985804799992	0.6270971685600001	0.6791217526200003	0.7616696130800005	0.7822603087199996	0.6845134009800005	0.7232208814200001	0.6553022580599996	0.7020175390399991	0.7058046108400002	0.6460533369	0.7862453987399994	0.6581439477599995	0.6483408739599996	0.5365085571599998	0.7348847090799997	0.6317030490600001	0.6114580187400004	0.7705934922600006	0.7797258259600001	0.6873659489200005	0.6538314461599992	0.6238329588600003	0.6355919592000001	0.6774066756799998	0.641309524199999	0.7863344055999997	0.6375533271199995	0.6271253673800007	0.6632138999600007	0.6369878396599997	0.6436418360600001	0.6173375202200002	0.61734384468	0.7736117003199998	0.5981850384799999	0.7947578150600005	0.5634958862999997	0.6088869809199995	0.6842315414999993	0.6458309278200003	0.7114993498999996	0.6698486534599992	0.6598561847999994	0.6187797018800001	0.5961815881800003	0.6391243840600004	0.6073466757400002
arb_Arab	0.6398679933400003	0.6894125491599998		0.650703139079999	0.65995035572	0.572273361	0.6885238922000001	0.7068613535400008	0.7221999000599997	0.6597866460800003	0.6988322348600005	0.5983082055000003	0.7034910263600003	0.62712533798	0.6700007467800003	0.6955853959200001	0.6530870026	0.7136513351400006	0.6726798722399999	0.6509745268399998	0.6566461086799997	0.6566633039199996	0.6786003985000001	0.6286855696600006	0.6763107624599998	0.6810234185199993	0.7722496039000004	0.7113096733800003	0.6896568634399995	0.6817123714399994	0.6943784592400005	0.6792127011000006	0.6704589260200007	0.6842376032200007	0.6783603495399998	0.6733278130400002	0.71157408018	0.6565186200800002	0.6516913828799997	0.6303981637400004	0.7000378158999995	0.65551738756	0.6582125542800004	0.68660166916	0.6663759184200007	0.7068476876799998	0.5787675010999994	0.6240537812800001	0.6561460543199995	0.6619183244400004	0.6489133452399997	0.6730560606399989	0.7776113258199996	0.6944155647200001	0.6953513871599994	0.6758008901799998	0.7334949097400001	0.64075031376	0.6984542373799997	0.6996616219999996	0.6828641145799997	0.6812325641800002	0.6950653081400004	0.7012284578400002	0.6744962665000006	0.6328187862000008	0.6915397644400001	0.5966486271800007	0.6903335740999994	0.5869074820800004	0.6180902034800004	0.7007961967800002	0.6394181710199995	0.6814759912600007	0.6950968998399998	0.702480302220001	0.6078094614800007	0.6566145131599997	0.6511532351399995	0.6580098005600005
asm_Beng	0.6242793343599997	0.7073815994800003	0.650703139079999		0.6746941323600009	0.6713440378199997	0.6919174159800001	0.79378852392	0.6520493622799998	0.6367691927000003	0.6373522914199994	0.6399771978200002	0.5922732706800001	0.6547177624400001	0.6182722243399998	0.5923358752200001	0.66424721562	0.6296511845799997	0.58589490812	0.6246497774399998	0.6513132806799999	0.61862440014	0.6127849519399999	0.6576475488999995	0.5942582853999997	0.7252004903799991	0.6723537206800002	0.6957572421399999	0.6485516971400004	0.6213042619800008	0.7089613953199996	0.5807100661599996	0.6638750758999994	0.6249236493199998	0.6374762104799993	0.7051935370399995	0.6948324178799994	0.6590187812799996	0.65025843434	0.664002113519999	0.6558633406200005	0.6171765292599998	0.6331746416800004	0.7193972710799992	0.6992261618000009	0.674610619440001	0.6094455985999999	0.7092927478000008	0.6174371724	0.6237330177999996	0.7340482092800008	0.72930147846	0.6309571633400002	0.6301990214399997	0.6053873080800003	0.6290881248399999	0.6299584764400004	0.7128552869800003	0.7126442584799999	0.6288590013000002	0.6362949199600006	0.6971056853800003	0.6046874658800007	0.6683352607200006	0.6026312801399996	0.5971832376400005	0.7240978867000006	0.6763983026199999	0.7331515734000004	0.6638520861000001	0.6158703012400001	0.6195779542399991	0.6102958971599994	0.7117226800600001	0.6657056815599998	0.6970858642399997	0.6604404936199997	0.5643725431799993	0.7275672404800001	0.57729946076
azj_Latn	0.7050843064999995	0.6760386720599996	0.65995035572	0.6746941323600009		0.6732770856599994	0.7115695194799994	0.7118205174200007	0.7100525678799999	0.7169905208199996	0.7403533512000002	0.592322094899999	0.67287934168	0.6843779515199994	0.7236076067200004	0.7007638571999993	0.7426527400999998	0.6663321646000009	0.6971829734800001	0.7118104580199996	0.7416602951799994	0.7200992808000003	0.6990416411199998	0.6828989521200004	0.7099971257000002	0.6938377314599999	0.6965024201599999	0.6906300957199991	0.74557704236	0.7484120794599998	0.7199502175800001	0.7197226074799997	0.7243400156400001	0.7166236547600003	0.6956166330799999	0.6965290647200003	0.7059582657799993	0.7699396478200001	0.6039334850599999	0.7640029402999997	0.7005074771800003	0.6158832039999987	0.7385218688000001	0.7029034141199999	0.6952216799999998	0.7239434251199999	0.6122256916600002	0.6445738024600005	0.7091011801999997	0.7161143859600004	0.6728262258799996	0.6640939283000007	0.7016485239000004	0.7367270914999997	0.7189142052400002	0.7242891181200004	0.7115882321999997	0.6396201176399999	0.7134652150600003	0.7368274094600015	0.7343458536799999	0.6883353297199994	0.7169033855800001	0.7182805993199997	0.7177437171400002	0.6844906037199995	0.7235236222600004	0.7036494502600001	0.7176092287799999	0.643456351079999	0.6733167410400003	0.6337402662199996	0.8125483352199995	0.7472631120999996	0.7190172588399997	0.6942152613999997	0.7680385467800005	0.6537418492399998	0.6542521846199998	0.7148787492399994
bak_Cyrl	0.6327344382400004	0.5741331749199998	0.572273361	0.6713440378199997	0.6732770856599994		0.6742395818400003	0.6210503679000003	0.6358407401399997	0.6214206407800001	0.6429325656999997	0.7015436586399997	0.5465256300600004	0.6298331863800001	0.6126860833000004	0.5928176064200003	0.6517560325200001	0.5827862062199999	0.5812122110799999	0.6340524503999997	0.6428215956799994	0.6275700801399993	0.6127981021799999	0.6444735136999992	0.6015718720800005	0.60212370092	0.5879282859599995	0.5798930623600003	0.6195634494199997	0.6659640566999995	0.6079801537400005	0.5808398952599997	0.6442717226599997	0.5951978864199997	0.5906647753400001	0.5931656156400004	0.6113951801800006	0.7080768596999995	0.5336575166800004	0.71145154136	0.5950496247600002	0.5263028590999999	0.6257357115599993	0.6041296321399997	0.6087664491200002	0.6456413757800002	0.6743068072599998	0.5812473238000005	0.6137915775400001	0.63540475358	0.5857186154199993	0.5909866029799996	0.5755087192599999	0.6238203228000003	0.6132266125399998	0.6158494109200003	0.6386451961800004	0.6029915382799996	0.5932392052200005	0.6470542994399995	0.6279309849800006	0.6001938822999998	0.6021033994200002	0.6382824950200001	0.6009114213200002	0.5900889578200003	0.6146542803999995	0.87751758754	0.6073305926599994	0.7595010727999998	0.6220266567600006	0.5326115107799999	0.6378826527599999	0.6795409243999999	0.6468853278400001	0.5912280142399996	0.6762652216599997	0.5432322863600001	0.6389712133599995	0.5754040217200006
bel_Cyrl	0.6972821030800005	0.6502176120199995	0.6885238922000001	0.6919174159800001	0.7115695194799994	0.6742395818400003		0.6844228515400004	0.7422240738200003	0.7172914080399994	0.7641000982199998	0.5963412422400004	0.6450610541399991	0.6869707154400004	0.6991817409	0.6938939635000009	0.7347865046999996	0.6916162470799999	0.6706583995599997	0.7132238222599999	0.7058044035999995	0.7152163146800006	0.7118372310999994	0.6776104847000005	0.7039144471600001	0.6818336543600003	0.7091360742800004	0.6508569642	0.73807218668	0.7041684271199995	0.6993745314800011	0.6652808227599999	0.7253077366200001	0.7187558359600003	0.6637351850800003	0.6632489408199993	0.6882768444399998	0.7164557741799998	0.6146644494199999	0.710764657019999	0.6680358806599995	0.6085599165199995	0.7394200009999994	0.6643151687000002	0.6935297342199993	0.7642068107199996	0.6398197462800003	0.6254692756400007	0.6952161892400002	0.6981964890199998	0.6362577489799998	0.6512371857199998	0.6822288608999998	0.7632097786999995	0.7011126874600011	0.6910132310599998	0.7871090622799999	0.6394088529400002	0.67382653488	0.7559026297199997	0.7410589348200002	0.6713550433600002	0.7141055541399998	0.77395764092	0.69748488178	0.6688907857999994	0.6772719708	0.7003374613800009	0.6770603083800002	0.6743113520400005	0.6571289064800002	0.6251947194999998	0.65170038198	0.6939006934799999	0.8181206348000003	0.6564378255600006	0.6882248505599996	0.6299291681799999	0.7072528470400001	0.66679931452
ben_Beng	0.6284218534199996	0.7788753642999992	0.7068613535400008	0.79378852392	0.7118205174200007	0.6210503679000003	0.6844228515400004		0.6896838258999993	0.6431368347599992	0.6822871897999995	0.5803339418599994	0.6887417669400006	0.6334408717799994	0.6667233487799997	0.6651735597399989	0.66435186768	0.7188143719400005	0.6653078611200001	0.6243157679000008	0.6617229992600003	0.6708529128400007	0.6595632544200007	0.6334928383199996	0.6357077748400001	0.8212234288799998	0.7563281246399998	0.7957707909399994	0.6671371017400003	0.6795027195199999	0.7993030374400006	0.6648234337200003	0.6601711152599998	0.6555923293200003	0.7192555656400003	0.7970273580600001	0.7903860669600006	0.7120991131999996	0.7275309463399996	0.6799509605599997	0.759514676879999	0.70538311174	0.6654530428199998	0.8175822265000002	0.7200103695199997	0.678958209540001	0.5531471375000006	0.7307429984399995	0.6522579584799995	0.6495316390999999	0.8111656501600008	0.8141346587800011	0.7254193933200005	0.68100741286	0.6585892354	0.6558391470600005	0.7256216962800004	0.6890936683399993	0.8052338520799998	0.6718290743800002	0.65699906154	0.6854058454999997	0.6601391553600001	0.6799889428999998	0.6523972400200002	0.6199777960399999	0.8232505651599998	0.64199733544	0.8225237102000005	0.59830828976	0.6312774791199994	0.7172902525199993	0.6780020847199998	0.72994774596	0.7097295293800007	0.7059368204199999	0.6415856616600009	0.6578495966799993	0.6563222016199999	0.6333985558200004
bul_Cyrl	0.70501237326	0.6487290745800002	0.7221999000599997	0.6520493622799998	0.7100525678799999	0.6358407401399997	0.7422240738200003	0.6896838258999993		0.71699009474	0.7481446059599997	0.5605997252200001	0.6909653698999999	0.6538527163399994	0.7381619151999991	0.71963059556	0.7060694529599998	0.7166711227999994	0.7264043102599999	0.6952982006600001	0.6970774408599995	0.6869238654000004	0.7050016620999999	0.66383943282	0.7220899939400008	0.661597694200001	0.7231590301400005	0.6926330894000003	0.77083703018	0.7234195352599998	0.7009316733999991	0.7116194449600005	0.70952164062	0.7401465548000006	0.6888132571999996	0.6605782634000004	0.7119068656599992	0.71585356388	0.6068938278799995	0.7113734194800005	0.69234232114	0.6173970305799996	0.7085349643599999	0.6650229857199994	0.6379832743400001	0.8660883258000005	0.6113203253800005	0.6107277607800006	0.7153445671800006	0.7355071082400005	0.6255971860400001	0.6576798153200002	0.7183736091799996	0.75470848866	0.7500055976400005	0.7667891345399999	0.8046329666000006	0.6214372926199995	0.6646922751000002	0.7582327116400005	0.7697715398000001	0.6280223145	0.74048178038	0.8154410857800003	0.74353525522	0.6451245094000004	0.6843672379800008	0.6668981293400001	0.6838423453600009	0.6420444173600003	0.6682808323399998	0.6592731094199994	0.6800664730000006	0.6705813863199999	0.7769679472799994	0.6629376938799992	0.6598441037000007	0.6472060375600005	0.6530288221800004	0.6884974502599999
cat_Latn	0.7637093000999997	0.6214940455600002	0.6597866460800003	0.6367691927000003	0.7169905208199996	0.6214206407800001	0.7172914080399994	0.6431368347599992	0.71699009474		0.7607810675999994	0.5766981340799999	0.6360931670000001	0.7260300478200004	0.7698436718600006	0.7359820881599995	0.7410774199799999	0.6749769186800005	0.7627494345200001	0.7608128326999996	0.7657386855200007	0.7204166160399994	0.8224996948200003	0.7096127530799996	0.8469704345400004	0.6333277417000002	0.7002224254399998	0.6329671830400003	0.7713252775999992	0.7330159238799996	0.6499988861000009	0.72766589172	0.7362988239200002	0.8198985706	0.6618924331600003	0.6135695546600002	0.6481370988200001	0.6503973639599995	0.5666536058400005	0.6702856645599994	0.6575184656000003	0.5739461412000003	0.7256617376599996	0.6203830819	0.6254772009399997	0.7352902625999993	0.6960644943799998	0.5798742321800007	0.7670938038400004	0.7659154545400001	0.5937081507799997	0.6099686456799999	0.6810657137399996	0.7563145137999999	0.8312751268399998	0.7767445223600008	0.7174726679599993	0.5948482072199998	0.6292942670600002	0.7590757786200005	0.7581458092200001	0.6283042401000002	0.8579356919200001	0.7290494238799996	0.7703043941999999	0.6983610948200004	0.6438472936799998	0.6500002187399995	0.6454703563399998	0.6444074312999999	0.7178595986600008	0.6036634406199999	0.7011560732599995	0.6327425671800003	0.72677865978	0.6313736886999998	0.714658026179999	0.6373359897999998	0.6606977947800002	0.7228059530200007
